title,artist,genre,moods,release_date,version,download_url,cover_url
Chains (feat. Alina Renae),"Far Out, Alina Renae",Chill,"Chill, Sexy, Dark, Gloomy, Suspense",10 Jan 2018,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/443/chains-feat-alina-renae-1586953557-NlHskY75Pf.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/443/100x100/chains-feat-alina-renae-1586953551-x5aGUYPqu3.jpg
Mirage (feat. Leo The Kind),"Leo The Kind, Egzod",Trap,"Trap, Dreamy, Epic, Quirky, Weird",6 Jan 2018,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/442/mirage-feat-leo-the-kind-1586953527-5WkdIbrFuq.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/442/100x100/mirage-feat-leo-the-kind-1586953508-M7DySRNdAQ.jpg
Got You,Michael White,Future House,"Future House, Dark, scary, Suspense, Gloomy",3 Jan 2018,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/441/got-you-1586953496-vvLh4iIEo8.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/441/100x100/got-you-1586953488-B4cQzOWbAD.jpg
Home,"Jordan Schor, Harley Bird",EDM,"EDM, Dreamy, romantic, relaxed, Quirky",30 Dec 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/440/home-1586953459-PECPJWAIlq.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/440/100x100/home-1586953457-e1dreW5MEZ.jpeg
Holding You (feat. Max Landry),"Unknown Brain, Spce CadeX, Max Landry",Trap,"Trap, romantic, Hopeful, Happy, Sexy",28 Dec 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/439/holding-you-feat-max-landry-1586953446-7LEEjLIh4j.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/439/100x100/holding-you-feat-max-landry-1586953445-S01nkpuakV.jpg
Radiate (feat. Mees Van Den Berg),"ElementD, Chordinatez, Mees van den Berg",Hardstyle,"Hardstyle, energetic, Epic, Restless, Euphoric",26 Dec 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/438/radiate-feat-mees-van-den-berg-1586953432-lbD4VVGVJA.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/438/100x100/radiate-feat-mees-van-den-berg-1586953430-lF2hxlebED.jpg
Fearless pt. II (feat. Chris Linton),"TULE, Chris Linton",Trap,"Trap, scary, Dark, Gloomy, Fear",23 Dec 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/437/1642597731_7Oh2UXW77m_Lost-Sky---Fearless-pt.-II-feat.-Chris-Linton-NCS-Release.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/437/100x100/1642597731_dEkhkKrK5x_Artwork.jpg
Double D,Debris,Future House,"Future House, Angry, Dark, energetic, Gloomy",21 Dec 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/436/double-d-1586953372-2shDRricv2.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/436/100x100/double-d-1586953370-QoqGTF17rT.jpg
Just Stay,Ashley Apollodor,Melodic Dubstep,"Melodic Dubstep, romantic, Hopeful, Dreamy, Euphoric, relaxed",19 Dec 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/435/just-stay-1586953332-cv8zYSa8b6.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/435/100x100/just-stay-1586953330-J0mtenm5Lk.jpg
Puzzle VIP,RetroVision,House,"House, Happy, Hopeful, Euphoric, energetic",16 Dec 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/433/1698245870_PJuZuifPxO_RetroVision---Puzzle-_NCS-Release_.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/433/100x100/puzzle-vip-1586953308-XKCROTvTFh.jpg
Linked,"Jim Yosef, Anna Yvette",Drumstep,"Drumstep, Hopeful, romantic, Euphoric, energetic",16 Dec 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/434/linked-1586953319-v8FLkcjqgO.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/434/100x100/linked-1586953317-0BranYHgw8.jpg
Runaway (feat. Valentina Franco) [Culture Code Remix],"Halcyon, Valentina Franco, Culture Code",House,House,15 Dec 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/432/runaway-feat-valentina-franco-culture-code-remix-1586953293-YpxWGEd0fy.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/432/100x100/runaway-feat-valentina-franco-culture-code-remix-1586953291-ii2zzf01UT.jpg
December (feat. Gian),"Halcyon, GIAN",Chill,"Chill, Laid Back, Peaceful, Dreamy, Hopeful",13 Dec 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/431/december-feat-gian-1586953199-4uNjU09vrx.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/431/100x100/december-feat-gian-1586953186-sQsgbvNfLL.jpg
Stronger,Prismo,Trap,"Trap, Dark, Angry, Gloomy, Quirky",9 Dec 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/430/stronger-1586953161-ZE7ezu5FSM.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/430/100x100/stronger-1586953156-2UtNfuxfSu.jpg
Burn It,Axollo,Future House,"Future House, Dark, energetic, Angry, Gloomy",8 Dec 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/429/burn-it-1586953141-dqgTS1cpet.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/429/100x100/burn-it-1586953126-sdZGM2DP7Z.jpg
Duck Face,CØDE,House,"House, Happy, Weird, Quirky, Dreamy",2 Dec 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/427/duck-face-1586953064-Bhnq7aPU9k.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/427/100x100/duck-face-1586953061-AqcWNYDuU5.jpg
Green Lights,Mekanism,Drum & Bass,"Drum & Bass, Happy, Hopeful, Euphoric, energetic",29 Nov 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/426/green-lights-1586953037-LLHhO7DTd0.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/426/100x100/green-lights-1586953031-r9ykrMeHm5.jpg
The Guardian of Angels,NIVIRO,EDM,"EDM, energetic, Restless, Quirky, Weird",25 Nov 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/425/the-guardian-of-angels-1586952995-uaSpcenzXK.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/425/100x100/the-guardian-of-angels-1586952969-ayvA0QiiyV.jpg
Runaway (feat. Valentina Franco) [TARI Remix],"Halcyon, Valentina Franco, TARI",Trap,"Trap, sad, Epic, Suspense, Gloomy",24 Nov 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/424/runaway-feat-valentina-franco-tari-remix-1586952950-2NFtl0HHM9.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/424/100x100/runaway-feat-valentina-franco-tari-remix-1586952946-bxlklFyM9f.jpg
Lush (feat. Holly Drummond),"Au5, Last Heroes, Holly Drummond",Dubstep,"Dubstep, Dreamy, Happy, Euphoric, Epic",22 Nov 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/423/lush-feat-holly-drummond-1586952916-9F7YSVZbWp.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/423/100x100/lush-feat-holly-drummond-1586952905-iNM69kGUx6.jpg
You & Me (feat. Axol),"Alex Skrindo, Axol",House,"House, Happy, energetic, Hopeful, romantic",18 Nov 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/422/you-me-feat-axol-1586952888-i9ru4Sfznx.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/422/100x100/you-me-feat-axol-1586952870-6y1DyhRzBQ.jpg
Run Away (feat. Lusil),"Lusil, Whales, Jo. Cohen",Trap,"Trap, Happy, Hopeful, Euphoric, Dreamy",15 Nov 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/421/run-away-feat-lusil-1586952856-iPUtoKgwMM.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/421/100x100/run-away-feat-lusil-1586952838-sdQfeXSiS5.jpg
The Long Road Home,Inukshuk,Chill,"Chill, Laid Back, Peaceful, Euphoric, relaxed",11 Nov 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/420/the-long-road-home-1586952793-4nyiPgPQVG.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/420/100x100/the-long-road-home-1586952766-M45mDz3rMA.jpg
Incomplete (T-Mass Remix),"Aero Chord, Anuka, T-Mass",Trap,"Trap, romantic, sad, Peaceful, Laid Back",10 Nov 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/419/incomplete-t-mass-remix-1586952746-j5LbKvhWee.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/419/100x100/incomplete-t-mass-remix-1586952732-GktiVEQ9O9.jpg
Oblivion (feat. Micah Martin),"Dirty Palm, Micah Martin",Future House,"Future House, Angry, energetic, Gloomy, Dark",8 Nov 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/418/oblivion-feat-micah-martin-1586952691-XQ0cdyenAT.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/418/100x100/oblivion-feat-micah-martin-1586952681-aHNBP3dYSR.jpg
Vitality,Elektronomia,House,"House, energetic, Euphoric, Happy, Hopeful",4 Nov 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/417/vitality-1586952664-okahjrvrIg.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/417/100x100/vitality-1586952652-fXb56LGN9L.jpg
Mercury,"Zookeepers, Heuse",Trap,"Trap, Dreamy, energetic, Restless, Weird",2 Nov 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/416/mercury-1586952641-zYLBox3EWe.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/416/100x100/mercury-1586952637-cDMxztWZ8H.jpg
Purge,Our Psych,Future House,"Future House, Dark, energetic, Gloomy, Restless",28 Oct 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/415/purge-1586952601-PIlaogYQPe.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/415/100x100/purge-1586952581-bnjnh0LlsT.jpg
Lost,TULE,Trap,"Trap, Dark, Mysterious, Gloomy, sad",26 Oct 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/414/lost-1586952551-4JzpygT5S8.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/414/100x100/lost-1586952541-j0gyIqlWyX.jpg
Happy,Rob Gasser,Drum & Bass,"Drum & Bass, energetic, Gloomy, Quirky, Mysterious",24 Oct 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/413/happy-1586952529-PwDOsNC1PJ.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/413/100x100/happy-1586952523-GBNskMG2Rk.jpg
We Are,Kisma,House,"House, Happy, Euphoric, Hopeful, Glamorous",21 Oct 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/412/we-are-1586952495-7uLrIn2Qlg.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/412/100x100/we-are-1586952480-SJEr9DLKe1.jpg
Incomplete (Muzzy Remix),"Aero Chord, Anuka, Muzzy",Drum & Bass,"Drum & Bass, romantic, Sexy, energetic, sad",19 Oct 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/411/incomplete-muzzy-remix-1586952447-mC9KhrrjxD.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/411/100x100/incomplete-muzzy-remix-1586952436-al1xJ6bKTw.jpg
Twisted Reality,"Unknown Brain, Anna Yvette",Trap,"Trap, Floating, Epic, Glamorous, Mysterious",17 Oct 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/673/1715163789_p3wuQWm5nT_Unknown-Brain---Twisted-Reality-ft.-Anna-Yvette.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/673/100x100/1715163789_mG5AywvUMD_twisted.jpg
About To Go Down,"Michael White, Deflo",House,"House, Dark, Gloomy, Suspense, scary",14 Oct 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/410/about-to-go-down-1586952421-iyJTxRk4xI.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/410/100x100/about-to-go-down-1586952419-VlfZRK9zWx.jpg
Incomplete (Moombahton VIP),"Aero Chord, Anuka, DDark",EDM,"EDM, sad, romantic, Dreamy, Glamorous",13 Oct 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/409/incomplete-moombahton-vip-1586952382-MidWzPvXGz.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/409/100x100/incomplete-moombahton-vip-1586952381-I5dCyQ1nzT.jpg
Watch The World Burn (feat. Chris Linton),"Paul Flint, Chris Linton",Melodic Dubstep,"Melodic Dubstep, Dark, Gloomy, energetic, Suspense",11 Oct 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/408/watch-the-world-burn-feat-chris-linton-1586952343-VCUbl91bEn.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/408/100x100/watch-the-world-burn-feat-chris-linton-1586952328-HdHeDast8o.jpg
We're Invincible (feat. Joseph Feinstein),"CØDE, Joseph Feinstein",House,"House, Happy, Euphoric, Hopeful, Glamorous",7 Oct 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/407/were-invincible-feat-joseph-feinstein-1586952311-zFYaWf3s8D.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/407/100x100/were-invincible-feat-joseph-feinstein-1586952309-NTHrkvFmVN.jpg
Call Me Again,Raven & Kreyn,House,"House, Weird, Restless, Quirky, energetic",4 Oct 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/406/call-me-again-1586952294-TXSgQ0ih0g.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/406/100x100/call-me-again-1586952290-xt6XEhwYz3.jpg
Echoes (Meikal Remix),"LFZ, Meikal",House,"House, Dark, Restless, Quirky, Suspense",1 Oct 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/405/echoes-meikal-remix-1586952256-Q3TVbHYx1v.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/405/100x100/echoes-meikal-remix-1586952253-kN1chdqGfi.jpg
The Return,NIVIRO,EDM,"EDM, Dark, Gloomy, Suspense, scary",30 Sep 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/404/the-return-1586952223-NULOzbjiUH.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/404/100x100/the-return-1586952219-Odajzzgn5W.jpg
Campfire,RetroVision,House,"House, Happy, Euphoric, energetic, Quirky",28 Sep 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/403/campfire-1586952204-3zpnOes8dy.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/403/100x100/campfire-1586952202-3vLdNWAqbV.jpg
Heavens Gate (feat. Oriental Cravings),"Anikdote, Absent, Oriental Cravings",Melodic Dubstep,"Melodic Dubstep, romantic, energetic, Gloomy, sad",26 Sep 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/402/heavens-gate-feat-oriental-cravings-1586952180-dTEuzaXQpk.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/402/100x100/heavens-gate-feat-oriental-cravings-1586952178-pMKhZg5A2F.jpg
Your Stories (feat. Koit Toome),"Cartoon, Koit Toome, Jéja",House,"House, Euphoric, romantic, Happy, Restless",23 Sep 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/401/your-stories-feat-koit-toome-1586952149-tVTJJMBcdH.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/401/100x100/your-stories-feat-koit-toome-1586952146-jewPM4Uyxl.jpg
Say The Word (feat. The Ruins),"Defqwop, The Ruins",EDM,"EDM, Happy, Dreamy, Hopeful, Euphoric",21 Sep 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/400/say-the-word-feat-the-ruins-1586952108-tMedufFfQb.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/400/100x100/say-the-word-feat-the-ruins-1586952107-UPydVvWq6n.jpg
Roots (feat. Attxla),"Unknown Brain, Attxla",Trap,"Trap, Gloomy, Suspense, Mysterious, Dreamy, Quirky",19 Sep 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/399/roots-feat-attxla-1586952069-MbD7l2ZH1Z.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/399/100x100/roots-feat-attxla-1586952067-P7526DLCme.jpg
Into The Wild (feat. Izzy),"Kovan, Alex Skrindo, Izzy",House,"House, Hopeful, Euphoric, energetic, Quirky",16 Sep 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/398/into-the-wild-feat-izzy-1586952018-Fjlf67sy1C.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/398/100x100/into-the-wild-feat-izzy-1586952017-vF2iNdl5kA.jpg
Bliss,"Yix, TARI",Drum & Bass,"Drum & Bass, energetic, Epic, Happy, Restless",14 Sep 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/397/bliss-1586952001-gIQfMFqvyr.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/397/100x100/bliss-1586951998-djqD8LwZw8.jpg
Fearless,TULE,Trap,"Trap, Dark, Quirky, Fear, Suspense",12 Sep 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/396/fearless-1586951971-4hvTByxSmH.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/396/100x100/fearless-1586951958-jR0GTf1Swx.jpg
Fearless (Sped Up),Lost Sky,Glitch Hop,"Glitch Hop, Chasing, Heavy, Mysterious, Restless",12 Sep 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/765/fearless-sped-up-1727366491-hsfB3qcwrn.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/765/100x100/fearless-sped-up-1727366489-m1dGmRrREh.jpg
Fearless (Slowed),Lost Sky,Glitch Hop,"Glitch Hop, Chasing, Heavy, Mysterious, Restless",12 Sep 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/766/1727782897_NWKdAHijzB_Lost-Sky---Fearless-feat.-Chris-Linton-Slowed.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/766/100x100/fearless-sped-up-1727366495-xjNXqoggcD.jpg
House,"3rd Prototype, Emdi",Future House,"Future House, Fear, Dark, energetic, Suspense",9 Sep 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/395/house-1586951930-l8KxCo28JJ.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/395/100x100/house-1586951925-jESltXnFgG.jpg
Runaway (feat. Valentina Franco),"Halcyon, Valentina Franco",Electronic,"Electronic, Hopeful, Dreamy, Euphoric, romantic",2 Sep 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/394/runaway-feat-valentina-franco-1586951888-P7s9EyCNfH.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/394/100x100/runaway-feat-valentina-franco-1586951875-gM4m1vB3u4.jpg
Omerta,"Debris, Our Psych",Future House,"Future House, Dark, Fear, Suspense, Weird",30 Aug 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/393/omerta-1586951854-3FIPXBgHUe.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/393/100x100/omerta-1586951835-9DgC2vZp2e.jpg
Popsicle,LFZ,House,"House, Euphoric, energetic, Weird, Quirky",26 Aug 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/392/popsicle-1586951816-lgVRV4ovG6.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/392/100x100/popsicle-1586951814-YHFHUgx9Sh.jpg
Kuyenda (feat. Sru),"Lennart Schroot, Unknown Brain, SRU",Trap,"Trap, energetic, sad, Gloomy, Mysterious",19 Aug 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/391/kuyenda-feat-sru-1586951795-LCGMnmcFT2.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/391/100x100/kuyenda-feat-sru-1586951793-D1RGO3pDzf.jpg
Angel's Anthem,Michael White,House,"House, Dark, Gloomy, Fear, Suspense",16 Aug 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/390/angels-anthem-1586951778-vhQxGyyHJ6.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/390/100x100/angels-anthem-1586951770-YsST46Tebn.jpg
Mars,Axol,House,"House, Euphoric, energetic, Hopeful, Peaceful",12 Aug 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/389/mars-1586951730-BWfhocJlWW.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/389/100x100/mars-1586951705-R4DWtw1Q19.jpg
Light,Krakn,Hardstyle,"Hardstyle, Dreamy, Euphoric, Hopeful, Happy",9 Aug 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/388/light-1586951695-hxIs649MAk.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/388/100x100/light-1586951686-xA6FtUhi5i.jpg
The Floor Is Lava,NIVIRO,House,"House, energetic, Funny, Weird, Quirky",5 Aug 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/387/the-floor-is-lava-1586951658-1l4ykSB57l.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/387/100x100/the-floor-is-lava-1586951616-SFWUe3GKfj.jpg
Wake Up (feat. Chris Linton),"Egzod, Chris Linton",Trap,"Trap, Gloomy, Dark, Fear, Suspense",1 Aug 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/386/wake-up-feat-chris-linton-1586951578-QxsXbvqQm6.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/386/100x100/wake-up-feat-chris-linton-1586951573-J5pEAw3eSx.jpg
So Happy,Raven & Kreyn,House,"House, Happy, romantic, Euphoric, Glamorous",28 Jul 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/385/so-happy-1586951557-nP9T5m3R8H.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/385/100x100/so-happy-1586951548-q6gyYzIyka.jpg
Inspiration (feat. Aviella),"Unknown Brain, Aviella",Trap,"Trap, Epic, Dark, Gloomy, Suspense",21 Jul 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/384/inspiration-feat-aviella-1586951511-caDeJTPGWK.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/384/100x100/inspiration-feat-aviella-1586951499-AgTEiBRrD4.jpg
Delicious,Jensation,House,"House, energetic, Happy, Hopeful, Restless",19 Jul 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/383/delicious-1586951479-aEU4ng8Ioi.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/383/100x100/delicious-1586951477-3wJLsQ2FVe.jpg
Courage,"Jim Yosef, Anna Yvette",EDM,"EDM, Hopeful, Euphoric, Mysterious, Glamorous",14 Jul 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/382/courage-1586951439-gBUCDHDCgj.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/382/100x100/courage-1586951430-eg7qiU2PLA.jpg
No Doubt,Rogers & Dean,Electronic,"Electronic, Laid Back, relaxed, romantic, Dreamy",12 Jul 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/381/no-doubt-1586951398-wAuJPbAC5V.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/381/100x100/no-doubt-1586951376-J9vUsLpA8l.jpg
Running,Waysons,House,"House, Weird, Happy, energetic, Euphoric",8 Jul 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/380/running-1586951358-5SXcM37QFK.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/380/100x100/running-1586951351-sbH7TgdBBa.jpg
Far From Home,Phantom Sage,Melodic Dubstep,Melodic Dubstep,6 Jul 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/375/far-from-home-1586951197-INMabj9Zzz.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/375/100x100/far-from-home-1586951195-iS4Ya0KhOU.jpg
Pendulum,Phantom Sage,Chill,Chill,6 Jul 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/376/pendulum-1586951242-9Dq2QtxbPr.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/376/100x100/pendulum-1586951241-3SqfHCUDpr.jpg
When I’m Gone,Phantom Sage,Electronic,"Electronic, sad, Gloomy, Dark, Dreamy",6 Jul 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/377/when-im-gone-1586951262-0qrHtfDbRX.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/377/100x100/when-im-gone-1586951260-BB17IMCmZn.jpg
